time;iter;L;U
791;0;5480.61;inf
2552;1;5541.86;inf
4186;2;5621.01;inf
5680;3;5655.21;inf
6400;4;5681.45;inf
6972;5;5715.64;inf
7548;6;5725.36;inf
8045;7;5743.71;inf
8348;8;5761.87;inf
8517;9;5812.68;inf
8732;10;5813.05;inf
8834;11;5818.76;inf
8991;12;5822.31;inf
9069;13;5840.12;inf
9177;14;5872.37;inf
9298;15;5872.74;inf
9416;16;5878.94;inf
9494;17;5879.07;inf
9638;18;5879.63;inf
9775;19;5881.10;inf
9879;20;5892.13;inf
9990;21;5897.75;inf
10163;22;5897.98;inf
10267;23;5906.27;inf
10313;24;5909.96;inf
10357;25;5917.74;inf
10467;26;5921.35;inf
10597;27;5927.72;inf
10697;28;5938.32;inf
10747;29;5943.08;inf
10852;30;5944.73;inf
10899;31;5947.58;inf
10950;32;5950.80;inf
10997;33;5954.94;inf
11044;34;5957.04;inf
11090;35;5957.46;inf
11138;36;5960.00;inf
11250;37;5979.19;inf
11296;38;5980.68;inf
11421;39;5984.93;inf
11469;40;5985.55;inf
11517;41;5987.24;inf
11566;42;5987.79;inf
11618;43;5990.58;inf
11663;44;5994.33;inf
11713;45;5996.34;inf
11759;46;6000.99;inf
11809;47;6002.23;inf
11856;48;6003.89;inf
11903;49;6003.97;inf
11948;50;6006.52;inf
11998;51;6008.47;inf
12042;52;6009.11;inf
12088;53;6009.95;inf
12137;54;6010.49;inf
12184;55;6012.57;inf
12231;56;6016.98;inf
12280;57;6020.32;inf
12325;58;6021.74;inf
12372;59;6026.15;inf
12450;60;6030.15;inf
12496;61;6031.40;inf
12544;62;6033.75;inf
12592;63;6036.24;inf
12639;64;6038.12;inf
12683;65;6038.88;inf
12729;66;6043.51;inf
12778;67;6045.54;inf
12825;68;6046.53;inf
12874;69;6053.59;inf
12921;70;6054.87;inf
12967;71;6055.08;inf
13017;72;6056.10;inf
13096;73;6057.58;inf
13144;74;6058.20;inf
13194;75;6060.33;inf
13248;76;6060.96;inf
13296;77;6062.82;inf
13343;78;6063.01;inf
13392;79;6064.39;inf
13441;80;6067.82;inf
13489;81;6067.85;inf
13534;82;6068.21;inf
13578;83;6069.19;inf
13625;84;6070.37;inf
13673;85;6074.98;inf
13720;86;6076.95;inf
13766;87;6079.72;inf
13814;88;6080.37;inf
13865;89;6082.06;inf
13914;90;6083.08;inf
13960;91;6083.11;inf
14005;92;6084.11;inf
14053;93;6084.43;inf
14099;94;6084.74;inf
14145;95;6084.76;inf
14195;96;6087.31;inf
14245;97;6091.65;inf
14294;98;6093.29;inf
14341;99;6094.06;inf
14390;100;6094.76;inf
14439;101;6095.16;inf
14486;102;6096.65;inf
14532;103;6099.98;inf
14581;104;6102.16;inf
14630;105;6103.15;inf
14679;106;6104.35;inf
14728;107;6104.61;inf
14774;108;6106.34;inf
14821;109;6106.83;inf
14872;110;6109.16;inf
14922;111;6109.25;inf
