time;iter;L;U
735;0;5480.61;inf
2134;1;5541.86;inf
3694;2;5621.01;inf
5156;3;5655.21;inf
6649;4;5681.45;inf
7372;5;5715.64;inf
7961;6;5725.36;inf
8513;7;5743.71;inf
9158;8;5761.87;inf
9639;9;5812.68;inf
9874;10;5818.76;inf
10104;11;5822.31;inf
10235;12;5840.12;inf
10407;13;5872.37;inf
10571;14;5872.74;inf
10688;15;5878.94;inf
10800;16;5879.07;inf
10960;17;5879.28;inf
11112;18;5891.78;inf
11230;19;5892.13;inf
11308;20;5897.75;inf
11441;21;5906.27;inf
11523;22;5909.96;inf
11567;23;5919.66;inf
11707;24;5922.51;inf
11884;25;5943.08;inf
12024;26;5944.73;inf
12104;27;5947.58;inf
12209;28;5957.04;inf
12357;29;5957.46;inf
12441;30;5958.29;inf
12587;31;5960.00;inf
12633;32;5972.04;inf
12681;33;5973.29;inf
12731;34;5979.19;inf
12877;35;5980.68;inf
12991;36;5984.93;inf
13038;37;5986.39;inf
13086;38;5987.24;inf
13131;39;5987.79;inf
13180;40;5990.28;inf
13262;41;5990.58;inf
13306;42;5994.33;inf
13352;43;5996.34;inf
13399;44;5997.71;inf
13526;45;5998.36;inf
13574;46;6000.66;inf
13623;47;6000.99;inf
13672;48;6001.42;inf
13746;49;6003.97;inf
13794;50;6009.95;inf
13843;51;6012.00;inf
13890;52;6013.39;inf
13938;53;6015.59;inf
13986;54;6016.84;inf
14034;55;6017.48;inf
14081;56;6021.74;inf
14127;57;6026.15;inf
14204;58;6028.68;inf
14250;59;6029.37;inf
14297;60;6030.18;inf
14346;61;6030.39;inf
14394;62;6030.77;inf
14441;63;6037.84;inf
14488;64;6038.88;inf
14534;65;6040.81;inf
14584;66;6052.22;inf
14635;67;6053.34;inf
14683;68;6053.59;inf
14801;69;6054.65;inf
14886;70;6054.88;inf
14931;71;6056.10;inf
15010;72;6057.86;inf
15057;73;6058.20;inf
15105;74;6060.33;inf
15155;75;6060.96;inf
15203;76;6061.27;inf
15251;77;6061.31;inf
15297;78;6063.01;inf
15345;79;6063.96;inf
15392;80;6067.45;inf
15441;81;6067.82;inf
15487;82;6068.21;inf
15532;83;6069.03;inf
15580;84;6069.47;inf
15626;85;6074.91;inf
15674;86;6074.98;inf
15720;87;6075.22;inf
15766;88;6076.95;inf
15813;89;6078.56;inf
15861;90;6078.66;inf
15909;91;6079.72;inf
15958;92;6079.81;inf
16008;93;6082.06;inf
16056;94;6082.24;inf
16104;95;6082.40;inf
16151;96;6083.27;inf
16201;97;6087.15;inf
16248;98;6087.31;inf
16296;99;6088.35;inf
16343;100;6089.33;inf
16390;101;6091.65;inf
16441;102;6093.42;inf
16489;103;6094.67;inf
16537;104;6094.76;inf
16585;105;6095.16;inf
16630;106;6095.61;inf
16676;107;6099.98;inf
16724;108;6100.62;inf
16771;109;6101.01;inf
16817;110;6102.16;inf
16866;111;6102.50;inf
16910;112;6103.15;inf
16958;113;6103.57;inf
17004;114;6104.35;inf
17053;115;6106.44;inf
17169;116;6106.83;inf
17218;117;6108.66;inf
17264;118;6108.67;inf
17310;119;6109.32;inf
17359;120;6110.00;inf
17402;121;6110.73;inf
17447;122;6111.63;inf
17499;123;6112.38;inf
17548;124;6112.88;inf
17596;125;6113.21;inf
17642;126;6113.65;inf
17689;127;6116.27;inf
17740;128;6117.71;inf
17787;129;6117.92;inf
17831;130;6118.31;inf
17881;131;6121.95;inf
17925;132;6122.39;inf
17974;133;6122.91;inf
18028;134;6125.70;inf
18075;135;6125.83;inf
18124;136;6126.62;inf
18169;137;6126.64;inf
18215;138;6127.84;inf
18263;139;6128.37;inf
18308;140;6129.85;inf
18356;141;6130.99;inf
18404;142;6133.89;inf
18451;143;6135.97;inf
18500;144;6136.19;inf
18545;145;6136.70;inf
18593;146;6137.64;inf
18638;147;6139.28;inf
18691;148;6139.37;inf
18739;149;6140.01;inf
18785;150;6140.52;inf
18832;151;6140.66;inf
18881;152;6142.48;inf
18928;153;6143.10;inf
18977;154;6143.74;inf
19023;155;6144.63;inf
19103;156;6145.45;inf
19153;157;6147.45;inf
19234;158;6147.95;inf
19279;159;6148.39;inf
19382;160;6149.64;inf
19487;161;6149.82;inf
19537;162;6150.34;inf
19581;163;6150.42;inf
19627;164;6152.69;inf
19675;165;6152.86;inf
19722;166;6153.33;inf
19774;167;6153.39;inf
19853;168;6153.40;inf
19899;169;6153.63;inf
19950;170;6155.17;inf
19997;171;6156.03;inf
20045;172;6156.42;inf
20092;173;6156.70;inf
20141;174;6157.29;inf
20194;175;6157.62;inf
20240;176;6157.99;inf
20288;177;6158.15;inf
20338;178;6158.76;inf
20385;179;6158.94;inf
20434;180;6159.20;inf
20479;181;6160.38;inf
20530;182;6161.14;inf
20581;183;6162.19;inf
20629;184;6162.24;inf
20708;185;6162.39;inf
20755;186;6163.70;inf
20805;187;6163.77;inf
20852;188;6164.23;inf
20899;189;6165.01;inf
20947;190;6165.27;inf
20994;191;6165.90;inf
21043;192;6167.40;inf
21088;193;6167.84;inf
21135;194;6168.10;inf
21183;195;6168.21;inf
21233;196;6170.10;inf
21281;197;6170.20;inf
21328;198;6170.90;inf
21379;199;6171.09;inf
21429;200;6171.90;inf
21477;201;6174.07;inf
21525;202;6175.20;inf
21575;203;6175.80;inf
21623;204;6176.23;inf
21670;205;6176.85;inf
21718;206;6177.35;inf
21764;207;6178.09;inf
21817;208;6179.79;inf
21867;209;6179.87;inf
21914;210;6180.25;inf
21963;211;6181.04;inf
22014;212;6181.12;inf
22066;213;6182.60;inf
22116;214;6182.90;inf
22168;215;6183.81;inf
22214;216;6184.25;inf
22262;217;6184.34;inf
22310;218;6184.69;inf
22359;219;6185.41;inf
22405;220;6185.99;inf
22456;221;6186.96;inf
22504;222;6187.73;inf
22551;223;6189.46;inf
22597;224;6189.83;inf
22646;225;6190.44;inf
22693;226;6191.23;inf
22741;227;6192.19;inf
22790;228;6192.48;inf
22840;229;6192.67;inf
22887;230;6193.35;inf
22934;231;6193.35;inf
22980;232;6193.88;inf
23029;233;6194.52;inf
23076;234;6194.75;inf
23121;235;6195.23;inf
23169;236;6196.24;inf
23212;237;6196.33;inf
23262;238;6197.98;inf
23310;239;6198.15;inf
23358;240;6198.31;inf
23407;241;6198.87;inf
23455;242;6199.15;inf
23500;243;6199.22;inf
23548;244;6199.26;inf
23593;245;6199.85;inf
23640;246;6200.57;inf
23689;247;6200.68;inf
23737;248;6200.81;inf
23784;249;6200.89;inf
23833;250;6202.34;inf
23883;251;6202.65;inf
23932;252;6204.86;inf
23982;253;6205.90;inf
24029;254;6205.90;inf
24078;255;6205.94;inf
24128;256;6205.95;inf
24173;257;6206.35;inf
24223;258;6206.62;inf
24272;259;6206.85;inf
24317;260;6207.14;inf
24363;261;6207.19;inf
24413;262;6207.87;inf
24458;263;6208.21;inf
24511;264;6208.23;inf
24556;265;6208.27;inf
24605;266;6209.09;inf
24654;267;6209.73;inf
